Jayme;Barr;11231264-1;15-09-1988
Jaymee;Yates;8131839-5;03-04-1989
Jayne;Cambil;4810160-7;09-03-1982
Jaynell;Blackburn;17383013-0;09-02-1990
Jazmin;Nieto;1212745-6;16-07-1973
Jeane;Sawyer;9845870-0;12-02-1972
Jeanelle;Glenn;3738221-3;24-06-1994
Jeanette;Ortiz;14313723-6;26-04-1961
Jeanna;Crosby;6989714-2;21-12-1994
Jeanne;Sharp;11171331-6;23-07-1971
Jeannette;Compton;3847260-7;01-10-1971
Jeannie;Stevens;18054932-3;13-10-1986
Jeannine;Obrien;1676618-6;26-11-1981
Jehanna;Williams;16942421-7;01-12-1989
Jelene;Roberson;16132165-6;08-12-1985
Jemie;Vicente;8135656-4;20-09-1974
Jemimah;Hancock;6564981-0;24-05-1992
Jemmie;West;9831861-5;09-04-1976
Jemmy;Wise;13257114-7;19-03-1969
Jen;Barton;11785696-8;14-09-1995
Jena;Monroe;13849664-3;04-10-1978
Jenda;Copeland;5281134-1;07-04-1994
Jenica;Silva;18295134-K;23-01-1963
Jeniece;Monroe;19332813-K;06-12-1967
Jenifer;Delgado;16093416-6;10-11-1978
Jeniffer;Holmes;1840815-5;07-02-1992
Jenilee;Ryan;4725235-0;14-05-1968
Jenn;Pastor;19631711-2;28-03-1992
Jenna;Burris;7586264-4;06-05-1986
Jennee;Matthews;5225070-6;02-10-1972
Jenni;Blackburn;11699113-6;01-12-1971
Jennica;Moss;14135112-5;10-04-1972
Jennie;Gregory;15705155-5;10-03-1963
Jennifer;Ruiz;3803517-7;18-05-1975
Jennine;Herman;1224671-4;14-06-1989
Jenny;Mcintyre;18141558-4;23-09-1995
Jeralee;Holloway;17520281-1;28-02-1995
Jere;Johnston;12260691-0;13-06-1995
Jermaine;Hebert;4478410-6;19-09-1962
Jerrilee;Bradford;3055021-8;28-04-1983
Jerrilyn;Ingram;9353645-2;23-11-1995
Jerrine;Salazar;11544073-K;16-12-1969
Jerry;Morrow;18023740-2;07-03-1967
Jerrylee;Hendrix;4595089-1;07-04-1981
Jess;Stuart;18380849-4;13-07-1961
Jessa;Aguilar;10040203-3;08-10-1972
Jessalin;Johns;11525893-1;19-07-1972
Jessalyn;Zamora;3736126-7;14-06-1960
Jessamine;Barnes;3589245-1;02-06-1981
Jessamyn;Byrd;1505586-3;12-11-1981
Jesse;Fuentes;9037950-K;21-01-1980
Jessi;Logan;17916962-2;19-10-1990
Jessica;Ramos;19712657-4;23-05-1976
Jessie;Vinson;5867885-6;26-02-1973
Jessika;Harrison;17736815-6;10-03-1982
Jessy;Porter;17517285-8;14-06-1976
Jewel;Coffey;5266331-8;17-04-1979
Jewelle;Marks;11177414-5;16-06-1967
Jill;Mcclain;18751071-6;20-06-1969
Jillana;Clements;7710273-6;01-09-1977
Jillane;Norton;3603834-9;28-01-1974
Jilleen;Todd;9606510-8;25-09-1985
Jillene;Giménez;5799112-7;17-10-1990
Jilli;Mullins;9406170-9;01-02-1965
Jillian;Sykes;17955165-9;23-06-1995
Jilly;Williamson;3503450-1;24-03-1975
Jinny;Ray;5861305-3;16-11-1982
Jo;Pascual;17330879-5;23-04-1960
JoAnn;Barnett;13946250-5;21-01-1968
Jo-Ann;Cambil;12318991-4;13-05-1965
Joan;Owens;3159173-2;05-09-1979
Joana;Gregory;15999309-4;28-11-1961
Joane;Byrd;6699710-3;11-09-1984
Joann;Kane;13378479-9;28-05-1985
Joanna;Glenn;4483527-4;02-08-1966
Joanne;Reynolds;9736451-6;04-07-1984
Joannes;Ortega;9345611-4;10-12-1961
Jobey;Warren;15339208-0;20-04-1991
Jobi;Frank;18678293-3;25-08-1994
Jobie;Ball;10708534-3;18-10-1972
Jobina;Charles;8954124-7;08-06-1966
Joby;Randolph;11937141-4;06-06-1961
Jobye;Arias;4131792-2;28-03-1966
Jobyna;Yates;9455264-8;13-03-1980
Jocelin;Gilliam;14465144-8;08-01-1974
Joceline;Huber;12829690-5;24-09-1968
Jocelyn;Mccray;13936329-9;10-08-1989
Jocelyne;Everett;13957561-K;02-04-1968
Jodee;Cotton;10123264-6;18-11-1972
Jodi;Hunter;13710307-9;01-12-1993
Jodie;Valencia;8847097-4;28-12-1991
Jody;Alexander;10277927-4;04-04-1972
Joeann;Adams;6704822-9;18-07-1960
Joela;Wilder;14315782-2;08-04-1990
Joelie;Ashley;1654729-8;18-11-1974
Joell;Floyd;12851668-9;01-05-1965
Joella;Terry;17254384-7;20-03-1986
Joelle;Bryant;2120743-8;17-08-1975
Joellen;Ruiz;16353861-K;10-12-1984
Joelly;Fry;5863125-6;13-03-1986
Joellyn;Hensley;13938933-6;14-12-1961
Joelynn;Conrad;3570129-K;04-08-1986
Joete;Downs;4467905-1;05-02-1969
Joey;Crane;8182890-3;21-07-1963
Johanna;Stephens;8165420-4;12-06-1960
Johannah;Acosta;19623531-0;19-02-1988
Johna;Davidson;4573809-4;19-01-1994
Johnath;Obrien;10823162-9;05-01-1987
Johnette;Gallego;6080077-4;17-11-1971
Johnna;Hoover;1208387-4;02-05-1980
Joice;Glass;13120204-0;03-05-1975
Jolee;Robertson;9809813-5;02-01-1981
Joleen;Underwood;3284832-K;26-04-1986
Joli;Estes;3880307-7;01-09-1980
Jolie;Cherry;19428303-2;19-05-1980
Joline;Moon;12309479-4;21-05-1986
Joly;Howell;13238101-1;18-07-1981
Jonell;Austin;19876229-6;16-12-1974
Joni;Lee;15088531-0;24-06-1960
Jonie;Graves;18908094-8;07-02-1984
Jonis;Brock;5582339-1;17-01-1985
Jordain;Graham;8965663-K;10-12-1973
Jordan;Dawson;17633492-4;01-04-1971
Jordana;Howe;3140321-9;17-08-1991
Jordanna;Powers;2664417-8;01-09-1981
Jorey;Guerrero;5047314-7;02-03-1976
Jori;Horne;19282521-0;11-02-1995
Jorie;Branch;12711776-4;24-08-1970
Jorrie;Wynn;15965157-6;20-05-1961
Jorry;Kane;10519361-0;11-08-1992
Joscelin;Santiago;1267055-9;24-06-1995
Josee;Mccarthy;8253222-6;20-09-1978
Josefina;Hidalgo;1118616-5;12-01-1973
Josepha;Decker;17620535-0;17-04-1963
Josey;Shepard;4915569-7;01-07-1971
Josie;Hudson;5783250-9;26-01-1984
Josselyn;Brooks;13477057-0;22-05-1967
Josy;Pratt;12595699-8;19-07-1992
Jourdan;Crawford;19165544-3;06-08-1981
Joy;Davis;2369213-9;08-10-1973
Joyan;Hansen;16846187-9;09-03-1968
Joyann;Aguirre;19274320-6;15-08-1994
Joyce;Mclean;3064904-4;03-12-1979
Joycelin;Bender;19947028-0;26-01-1972
Joye;Delaney;18739713-8;12-12-1992
Jsandye;Keith;12569319-9;05-05-1982
Juana;Sellers;9849627-0;01-01-1994
Juanita;Donaldson;8086244-K;02-12-1967
Judi;Guthrie;12265498-2;14-12-1980
Judie;Farley;4117731-4;08-11-1963
Judith;Pruitt;1238825-K;22-08-1983
Juditha;Hyde;5083687-8;09-02-1965
Judy;Patel;16384440-0;05-07-1980
Judye;Vargas;13588751-K;25-11-1960
Julee;Freeman;6428768-0;09-02-1970
Juli;Sanford;2797872-K;03-04-1966
Julia;Myers;11083254-0;08-09-1977
Juliana;Hebert;2011343-K;16-11-1967
Juliane;Ewing;1467663-5;20-06-1986
Juliann;Curry;16754002-3;08-10-1992
Julianna;Pérez;10546977-2;13-03-1964
Julie;Webster;16555762-K;03-01-1971
Julienne;Frederick;18880612-0;10-10-1987
Juliet;Whitehead;2259020-0;14-04-1987
Julieta;Conley;10257785-K;21-10-1993
Julietta;Carmona;19263267-6;03-03-1967
Juliette;Arnold;4050387-0;03-01-1984
Julina;Ferrer;3897161-1;15-08-1982
Juline;Brock;14050567-6;27-12-1982
Julissa;Lynn;17816140-7;26-03-1987
Junia;Mueller;14758149-1;26-02-1965
Junie;Parrish;11673079-0;10-08-1961
Junina;Merritt;15845768-7;20-11-1988
Justina;Goodman;13565335-7;13-04-1982
Justine;Bates;10747621-0;11-09-1988
Kacie;Lambert;13182398-3;09-10-1985
Kacy;Hernández;3239285-7;25-12-1976
Kaia;Gates;18167948-4;06-05-1980
Kaila;Knight;19051658-K;16-08-1977
Kaile;Sutton;16114318-9;03-10-1969
Kaitlin;Morgan;12721840-4;28-07-1963
Kaitlyn;Haley;4336360-3;19-07-1977
Kaitlynn;Brooks;5171538-1;10-05-1981
Kaja;Middleton;12567126-8;10-12-1971
Kakalina;Baker;5873278-8;28-12-1992
Kaleena;Álvarez;12481667-K;26-12-1994
Kali;Martinez;3324911-K;20-12-1968
Kalila;Odonnell;2298085-8;23-08-1979
Kalina;Richardson;13975832-3;08-10-1994
Kalinda;Fisher;6377001-9;05-06-1993
Kalindi;Richards;17612736-8;28-01-1964
Kally;Gentry;17324841-5;20-03-1970
Kameko;Howe;2025955-8;14-06-1992
Kamila;Trujillo;4616584-5;28-09-1986
Kamillah;Bonner;16560194-7;09-06-1962
Kandace;Caballero;16002723-1;21-10-1968
Kania;Alford;17652094-9;13-01-1984
Kanya;Ruiz;16042069-3;03-05-1973
Kara;Knox;18926967-6;07-12-1966
Kara-Lynn;Hendricks;5430406-4;09-12-1987
Karalee;Price;3066658-5;05-05-1976
Karalynn;Jacobson;3566697-4;08-08-1969
Kare;Miranda;18591843-2;15-07-1968
Karee;Soto;8769666-9;05-06-1990
Karel;Riley;4968292-1;10-08-1991
Karen;Jacobson;4926622-7;12-06-1977
Karie;Caballero;6195637-9;15-02-1983
Karil;Brewer;3510244-2;07-10-1989
Karilynn;Harrington;16133286-0;27-04-1965
Karina;Knox;15897490-8;23-01-1994
Karine;Hill;15048112-0;10-12-1990
Karissa;Carrillo;6588660-K;18-12-1985
Karita;Stone;2611947-2;26-02-1963
Karleen;Espinoza;1036406-K;11-07-1988
Karlen;Humphrey;18665844-2;03-01-1994
Karlie;Patrick;15642047-6;04-02-1982
Karlotta;Gray;5143938-4;28-09-1966
Karlotte;Montgomery;12843573-5;02-07-1969
Karly;Kidd;6324123-7;18-11-1964
Karmen;Salazar;13227385-5;26-09-1977
Karna;Boone;6953643-3;17-11-1976
Karol;Medina;8336300-2;05-04-1990
Karole;Hammond;3253229-2;23-12-1992
Karon;Sanchez;14162266-8;26-06-1992
Karrie;Kelly;10317274-8;04-02-1995
Karry;Curtis;15341804-7;23-11-1976
Kary;Baxter;3490718-8;15-10-1966
Karylin;Vega;8013461-4;10-09-1985
Karyn;Morgan;15631712-8;23-05-1976
Kasey;Ray;2396155-5;19-06-1993
Kass;Bentley;17337655-3;09-07-1986
Kassey;Schneider;10083097-3;03-06-1987
Kassie;Galloway;3598526-3;19-07-1981
Kat;Kim;2152915-K;10-01-1979
Katee;Massey;10374445-8;15-04-1960
Katerina;Aguilar;16838861-6;06-11-1975
Katey;Alonso;4253437-4;04-03-1971
Katha;Mercer;6199361-4;16-01-1969
Katharyn;Mckinney;4318617-5;08-04-1985
Kathe;Gomez;13894208-2;14-02-1979
Katherine;Odonnell;18568326-5;04-03-1965
Katheryn;Giles;15239418-7;05-02-1988
Kathie;Simmons;11809230-9;12-04-1987
Kathleen;Franks;5913532-5;07-11-1971
Kathlin;Dunn;8032945-8;19-05-1962
Kathrine;Reilly;17157347-5;06-03-1995
Kathryn;Short;8091825-9;08-12-1976
Kathryne;Baker;8962442-8;02-06-1991
Kathy;Stout;1699800-1;27-09-1985
Kathye;Nieto;2633040-8;10-03-1964
Kati;Jennings;9352998-7;09-05-1979
Katie;Gardner;9348462-2;05-07-1961
Katina;Mendoza;19971382-5;16-06-1968
Katine;Rosario;4639688-K;03-02-1966
Katinka;Compton;9493146-0;27-12-1993
Katleen;Bryant;9846094-2;03-05-1977
Katlin;Copeland;11434732-9;14-07-1975
Katrina;Soler;13507915-4;11-12-1990
Katrine;Estrada;4876982-9;25-10-1969
Katti;Obrien;7568018-K;11-10-1984
Kattie;Merrill;6724780-9;17-11-1991
Katuscha;Love;14149470-8;02-04-1989
Katusha;Roth;5285216-1;24-07-1969
Katy;Roach;4756609-6;04-04-1968
Kay;Nolan;9094408-8;05-09-1963
Kaycee;Cooper;5140517-K;21-04-1970
Kaye;Solomon;17964422-3;13-12-1965
Kayla;Compton;6742597-9;04-01-1967
Kayle;Herrera;15254813-3;23-11-1971
Kayley;Emerson;10015445-5;06-08-1969
Kaylil;Richards;13973119-0;22-05-1970
Kaylyn;Mckenzie;13519738-6;13-10-1974
Keelia;Stevenson;1978016-3;04-08-1973
Kelcey;León;11637625-3;10-01-1968
Kelcie;Bates;13095362-K;09-03-1992
Kelila;Tyson;2055760-5;20-01-1987
Kellen;Hooper;14360764-K;12-09-1992
Kelley;Tillman;17367256-K;09-12-1960
Kelli;Shields;19605440-5;11-09-1990
Kellie;Velasquez;17264192-K;11-06-1987
Kellsie;Becker;3595250-0;08-08-1971
Kellyann;Warren;13439853-1;16-04-1995
Kelsey;Chambers;1518131-1;14-03-1976
Kelsi;Mullins;11563514-K;10-08-1988
Kelsy;Harmon;13626003-0;18-05-1991
Kendra;Battle;12776728-9;17-06-1976
Kendre;Gallagher;5516935-7;28-10-1981
Kenna;Bruce;7120249-6;04-09-1975
Keriann;Prieto;7405212-6;26-09-1981
Kerianne;Bolton;8317375-0;21-03-1988
Kerri;Greer;1400021-6;08-12-1981
Kerrie;Hickman;1368473-1;17-09-1976
Kerrill;Horn;1293951-5;01-10-1960
Kerry;Cook;1244836-8;02-05-1978
Kesley;Lowe;5612392-K;16-02-1972
Keslie;Bolton;6555348-1;13-04-1967
Kessia;Gutierrez;2004604-K;24-07-1970
Kessiah;Wade;12735842-7;09-08-1970
Ketti;Davis;5073570-2;05-02-1962
Kettie;Sanz;5950459-2;24-12-1975
Ketty;Nicholson;7573591-K;02-02-1962
Kevina;Gay;4946456-8;13-01-1983
Ki;Battle;10023977-9;24-10-1967
Kiah;Bender;14056491-5;18-08-1975
Kial;Caldwell;10480224-9;15-06-1976
Kiele;Mcgowan;1214642-6;02-09-1973
Kiersten;Saunders;19717116-2;04-03-1971
Kikelia;Gutiérrez;4333214-7;23-06-1992
Kiley;Sharp;14649409-9;21-01-1962
Kimberlee;Fernandez;15789308-4;20-03-1966
Kimberley;Stephenson;3235431-9;19-01-1960
Kimberli;Clark;4535126-2;07-01-1968
Kimberly;Newton;5989543-5;16-10-1984
Kimberlyn;Campbell;12084985-9;08-07-1964
Kimmy;Gonzalez;15846027-0;17-04-1995
Kinna;Alvarado;7709383-4;20-04-1982
Kipp;Harrington;11733069-9;01-01-1972
Kippie;Ford;5460660-5;23-05-1992
Kippy;Mccray;11250551-2;21-03-1989
Kira;Good;19339590-2;22-06-1992
Kirbee;Mullen;11445565-2;19-02-1966
Kirbie;Cabrera;9701153-2;13-08-1994
Kirby;Brady;19259272-0;17-04-1986
Kiri;Hester;11075711-5;13-03-1989
Kirsten;Clayton;5494086-6;28-06-1978
Kirsteni;Guzman;13187702-1;01-03-1963
Kirstin;Short;4824258-8;11-10-1995
Kirstyn;Ratliff;11359198-6;24-03-1963
Kissee;Solomon;15261881-6;09-04-1967
Kissiah;Rodríguez;13556458-3;21-04-1970
Kissie;Hanson;7891929-9;11-04-1989
Kitti;Abbott;14091753-2;28-12-1963
Kittie;Medina;17116600-4;19-10-1986
Kitty;Lynch;12798410-7;18-08-1978
Klarika;Cantrell;19533171-5;21-04-1986
Klarrisa;Odom;12520033-8;12-02-1992
Konstance;Boyle;16991353-6;08-08-1963
Konstanze;Jenkins;4746888-4;26-09-1984
Koo;Britt;18366113-2;27-09-1976
Koral;Caldwell;16231998-1;24-02-1964
Kordula;Berg;4957179-8;08-02-1971
Korella;Schwartz;6339759-8;19-10-1990
Koren;Kirby;12021916-2;01-01-1962
Kori;Santana;1848627-K;02-07-1977
Korie;Anderson;8009590-2;04-01-1971
Korney;Frost;1504983-9;13-11-1966
Korrie;Pacheco;16960805-9;23-10-1993
Korry;Savage;5057308-7;04-03-1991
Kris;Rubio;13056985-4;01-06-1988
Krissy;Oneill;17064094-2;08-08-1995
Krista;Cruz;12647789-9;22-02-1988
Kristal;Garner;7137471-8;16-06-1961
Kristan;Kemp;14616616-4;20-07-1994
Kristel;Curtis;18765425-4;03-12-1982
Kristen;Kim;8858941-6;11-08-1972
Kristi;Morton;17006052-0;10-01-1983
Kristina;Figueroa;3445693-3;01-07-1988
Kristine;Love;5899598-3;16-07-1986
Kristyn;Pastor;16718439-1;21-03-1995
Krysta;Garrett;7572428-4;27-10-1987
Krystal;Stephenson;15666327-1;21-05-1966
Krystalle;Mcmillan;12936075-5;06-09-1984
Krystle;Wise;1599373-1;18-05-1966
Krystyna;Davis;6991802-6;03-08-1979
Kyle;Shannon;12064669-9;10-04-1963
Kylie;Douglas;1277395-1;21-06-1995
Kylynn;Dennis;5862420-9;03-03-1988
Kym;Vaughn;1378079-K;13-06-1990
Kynthia;Calvo;7404048-9;28-09-1995
Kyrstin;Jones;5403407-5;06-08-1973
LaVerne;Carney;5820378-5;06-09-1990
Lacie;Ochoa;12170224-K;21-04-1963
Lacy;Benítez;11849603-5;12-02-1981
Ladonna;Blankenship;6037648-4;16-12-1967
Lainey;Haley;14800349-1;17-04-1990
Lana;Robertson;8627629-1;13-06-1968
Lanae;Sweeney;12866456-4;07-06-1963
Lane;Crane;9373021-6;13-11-1976
Laney;Wilkins;18015797-2;06-03-1962
Lani;Arias;10401102-0;13-03-1964
Lanie;Chase;1657762-6;10-02-1993
Lanita;Reyes;5119297-4;04-05-1968
Lanni;Gutierrez;13629600-0;23-03-1963
Lanny;Wilkins;5789443-1;26-09-1992
Lara;Hooper;2693286-6;23-12-1990
Laraine;Watkins;14469372-8;08-08-1973
Lari;Hernandez;5187025-5;09-07-1975
Larina;Diaz;3769243-3;02-03-1989
Larine;Craig;4928229-K;12-12-1989
Larisa;Langley;5080120-9;19-10-1973
Larissa;Hardin;15454037-7;22-08-1972
Lark;Ryan;16243462-4;27-04-1975
Laryssa;Ayala;10394173-3;26-02-1961
Latisha;Warren;7718753-7;08-10-1984
Latrena;Hancock;2767051-2;27-05-1990
Latrina;Solomon;4084578-K;13-01-1981
Lauraine;Gregory;17006069-5;21-12-1974
Laural;Christian;17469799-K;14-06-1994
Lauralee;Calvo;18705658-6;02-08-1975
Laure;Moss;5854298-9;21-10-1989
Lauree;Hardin;2626982-2;21-07-1970
Laureen;Warner;18412877-2;03-09-1992
Laurel;Stanton;3669701-6;20-01-1990
Laurella;David;16310187-4;22-01-1976
Lauren;Roy;5519759-8;07-09-1960
Laurena;Pena;11662801-5;28-12-1995
Laurene;Parks;8544185-K;16-03-1978
Lauretta;Bell;4246780-4;17-03-1982
Laurette;Joyner;19669671-7;21-08-1966
Lauri;Blake;7313214-2;08-11-1976
Laurianne;Vega;1165007-4;04-01-1960
Laurice;Tillman;11518419-9;01-01-1972
Laurie;Rose;12057838-3;09-03-1982
Lavena;Booth;4911412-5;01-02-1967
Laverna;Fry;11952022-3;05-06-1979
Lavinia;Blackwell;13853734-K;22-05-1987
Lavinie;Peters;13178917-3;08-06-1988
Layla;Flynn;18827120-0;06-07-1962
Layney;Jimenez;5229977-2;08-03-1995
Lea;Wilson;13176882-6;04-12-1966
Leah;Olsen;12516831-0;22-01-1984
Leandra;Perkins;3836045-0;24-11-1965
Leann;Delgado;12839214-9;16-03-1964
Lebbie;Sweet;4864462-7;16-10-1987
Leda;Steele;1407376-0;24-05-1975
Lee;Burks;14128435-5;23-03-1974
Leeann;Holden;8812541-K;08-05-1979
Leeanne;Shepherd;12569704-6;02-04-1983
Leela;Sheppard;18082810-9;05-09-1974
Leelah;Love;2935822-2;04-02-1991
Leena;Torres;3355562-8;06-03-1980
Leesa;Lang;10912058-8;28-12-1980
Leese;Aguilar;13780359-3;16-06-1977
Leia;Vaughn;4227312-0;17-12-1983
Leigh;Barrett;18889001-6;20-05-1981
Leila;Rivera;5452384-K;10-12-1995
Leilah;Pruitt;5064694-7;01-02-1970
Leisha;Houston;17586634-5;09-01-1961
Lela;Alvarez;17995235-1;23-06-1987
Lelia;Flores;3378413-9;01-03-1984
Lena;Acevedo;9880872-8;01-09-1979
Lenee;Cantrell;3491206-8;12-09-1974
Lenette;Cohen;14485183-8;05-07-1969
Lenka;Dawson;18870137-K;06-07-1993
Lenna;Matthews;6586758-3;26-12-1987
Lenora;Willis;2375904-7;28-11-1962
Lenore;Tate;3819926-9;28-07-1993
Leola;Conley;3933748-7;13-12-1990
Leoline;Benítez;17082077-0;12-02-1975
Leona;Graves;4865341-3;23-09-1971
Leonanie;Santana;1973112-K;09-06-1979
Leone;House;5498825-7;28-02-1975
Leonelle;Herrera;16871043-7;20-06-1960
Leonora;Ellison;4039818-K;04-07-1992
Leonore;Dominguez;10193148-K;17-12-1985
Leontine;Puckett;14330119-2;27-08-1982
Leontyne;Branch;6449769-3;05-06-1981
Leora;Pope;4882429-3;09-12-1991
Lesley;Koch;5485334-3;23-07-1972
Lesli;Sanz;9323971-7;08-09-1979
Leslie;Newman;18222376-K;01-01-1961
Lesly;Martin;17681893-K;10-05-1964
Lesya;Singleton;10004230-4;13-10-1966
Leta;Pace;5844916-4;06-05-1974
Lethia;Morris;1045944-3;19-07-1963
Leticia;Galloway;5256315-1;01-03-1994
Letitia;Lancaster;6307851-4;27-05-1960
Letizia;Hardin;15470038-2;17-04-1987
Letta;Bush;16448580-3;25-08-1987
Letti;Griffith;14679824-1;17-09-1986
Lettie;Parrish;10979136-9;14-02-1982
Letty;Bridges;7514125-4;17-08-1976
Lexi;Jarvis;3349286-3;26-03-1989
Lexine;Powers;17814313-1;04-06-1967
Lexis;Henry;5456060-5;01-05-1961
Lexy;Munoz;4158096-8;12-06-1981
Leyla;Stout;15307841-6;11-11-1961
Lezlie;Harrington;1368786-2;16-07-1974
Lia;Mercer;12658278-1;19-10-1991
Lian;Gallegos;1764683-4;21-03-1993
Liane;Stephens;3903387-9;14-07-1989
Lianna;Mccarthy;14927775-7;13-06-1962
Lianne;Maddox;7439222-9;05-06-1968
Lib;Campos;12030005-9;03-08-1987
Libbi;Mcguire;10126174-3;28-01-1991
Libbie;Prieto;15762708-2;09-04-1980
Libby;Harrington;14875585-K;17-07-1976
Licha;Salinas;1554125-3;11-06-1963
Lida;Mcmillan;1958134-9;08-04-1978
Lidia;Velasquez;13809746-3;13-10-1991
Liesa;Decker;16114834-2;14-05-1987
Lil;Long;1474794-K;16-03-1979
Lila;Moran;10810954-8;28-01-1982
Lilah;Santos;17050489-5;12-03-1993
Lilia;Aguilar;3831942-6;02-11-1961
Lilian;Benjamin;18254965-7;06-05-1960
Liliane;Vazquez;8770938-8;25-02-1992
Lilla;Huffman;1790158-3;04-02-1988
Lilli;Trevino;7628872-0;17-02-1983
Lillian;Vaughan;3658212-K;03-12-1990
Lillis;Boyle;6667652-8;05-12-1963
Lilllie;Holt;7439932-0;11-06-1960
Lilly;Johnston;18599074-5;09-03-1967
Lily;Conley;4240852-2;14-06-1978
Lina;Lopez;8635826-3;08-02-1974
Lind;Casey;15780602-5;28-06-1960
Linda;Hogan;17974372-8;15-07-1970
Lindi;Roach;4902230-1;21-01-1972
Lindie;Wynn;4946044-9;17-03-1983
Lindsey;Farley;4800156-4;03-03-1991
Lindsy;House;8394194-4;26-05-1976
Lindy;Mcclain;14382905-7;23-10-1976
Linea;Hendricks;9011321-6;25-04-1969
Linell;Wells;4137647-3;21-06-1976
Linn;Strong;8436633-1;05-05-1981
Linnea;Rogers;8462525-6;05-01-1979
Linnell;Hickman;13177975-5;08-06-1990
Linnet;Kline;11269116-2;11-07-1985
Linnie;Burke;5144927-4;25-11-1962
Linzy;Figueroa;12593162-6;10-03-1985
Lira;Ferrer;9841340-5;25-04-1995
Lisa;Dean;10003671-1;20-07-1987
Lisbeth;Hyde;19253358-9;24-01-1968
Lissa;Nixon;5654077-6;02-01-1973
Lissi;Walls;16734538-7;12-10-1962
Lissie;Bentley;19146601-2;04-04-1967
Lissy;Mccarthy;10280124-5;24-12-1960
Lita;Cambil;13679801-4;05-02-1986
Liuka;Frost;13642913-2;18-07-1986
Liva;Hickman;16714708-9;19-05-1984
Livia;Sandoval;5755527-0;06-04-1974
Livvie;Cannon;3153412-7;20-08-1983
Livvy;Benítez;5445061-3;10-11-1964
Livvyy;Nicholson;14369218-3;02-02-1960
Livy;Douglas;7114593-K;05-01-1970
Liz;Hahn;9857938-9;08-03-1975
Liza;Harris;11412471-0;06-07-1966
Lizzie;Garcia;9906875-2;21-05-1962
Lizzy;Cain;17429750-9;20-03-1990
Loella;King;4521380-3;17-12-1964
Loise;Morris;19080470-4;02-01-1961
Lona;Carmona;17054827-2;20-12-1968
Lonee;Carney;3195635-8;15-07-1991
Loni;Lawson;17849977-7;26-01-1977
Lonna;Banks;3982712-3;04-09-1974
Lonni;Clements;14585991-3;25-06-1962
Lonnie;Hyde;2267495-1;01-09-1960
Lorain;Garrison;6560303-9;20-06-1989
Loraine;Glenn;14529701-K;07-09-1984
Loralee;Sanford;13357910-9;26-11-1987
Loralie;Calvo;1312000-5;28-08-1981
Loralyn;Mcintosh;7178130-5;13-02-1961
Loree;Mcmahon;1164365-5;21-07-1974
Loreen;Terry;2633915-4;17-04-1975
Lorelei;Cabrera;10137345-2;10-07-1985
Lorelle;Simpson;5049296-6;13-02-1962
Loren;Ewing;16603792-1;02-07-1988
Lorena;Nieves;5976297-4;19-01-1960
Lorene;Nieto;14421764-0;07-09-1985
Loretta;Bond;12294348-8;23-03-1977
Lorette;Howe;11964147-0;21-08-1967
Loria;Castillo;9982660-6;20-12-1991
Lorianna;Guerrero;11020854-5;11-10-1967
Lorianne;Gonzales;15619082-9;19-01-1981
Lorie;Delacruz;12350472-0;26-09-1991
Lorilee;Ochoa;15407841-K;26-02-1976
Lorilyn;Webster;14155760-2;14-08-1972
Lorinda;Mueller;15547321-5;09-05-1965
Lorine;Mcgowan;2949776-1;03-02-1963
Lorita;Reyes;10684911-0;17-04-1968
Lorna;Rollins;2998530-8;26-12-1989
Lorne;Todd;8195798-3;10-08-1977
Lorraine;Frank;19715697-K;27-12-1975
Lorrayne;Carroll;11909841-6;27-09-1973
Lorri;Cruz;11853660-6;18-12-1960
Lorrie;Gillespie;13134735-9;17-10-1993
Lorrin;Campbell;17045611-4;03-12-1995
Lorry;Winters;6512670-2;24-10-1989
Lory;Bauer;16324961-8;17-10-1985
Lotta;Wiggins;6725046-K;21-10-1989
Lotti;Rojas;16506999-4;01-11-1962
Lottie;Vance;6730188-9;16-06-1961
Lotty;Maxwell;15964400-6;10-04-1989
Lou;Carlson;15813492-6;11-06-1979
Louella;Holt;4384461-K;08-05-1974
Louise;Mcfarland;18303231-3;05-11-1973
Louisette;Walsh;4092330-6;09-09-1976
Lu;Mclaughlin;17181103-1;23-05-1975
Luce;Flores;10345155-8;20-09-1966
Luci;Shannon;15992771-7;06-11-1979
Lucia;Gentry;10630325-8;26-01-1972
Luciana;Knight;16023643-4;06-08-1977
Lucie;Holloway;12083637-4;27-10-1987
Lucienne;Dunn;2331320-0;24-11-1969
Lucilia;George;1387442-5;22-10-1994
Lucille;Osborn;14707403-4;12-03-1990
Lucina;Chapman;7854190-3;19-12-1967
Lucinda;Allen;9048224-6;24-12-1969
Lucine;Buck;4708915-8;15-06-1982
Lucita;Harper;11262651-4;13-05-1986
Lucky;Rose;10221150-2;04-10-1985
Lucy;Jenkins;10944554-1;08-02-1975
Ludovika;Alston;19733314-6;09-05-1993
Luella;Curry;1357232-1;10-03-1960
Luelle;Buckner;1472001-4;04-12-1995
Luisa;Nixon;9515623-1;22-03-1970
Luise;Gonzalez;13389011-4;06-07-1970
Lula;Chaney;1263120-0;17-01-1988
Lulita;Odom;16989299-7;19-11-1992
Lulu;Velez;11272379-K;28-04-1984
Lura;Mccoy;1747993-8;28-08-1961
Lurette;Kirkland;9105947-9;28-01-1979
